,Start,End,Twoday,Meeting,Press Conference,Record of Policy Actions,Minutes,Beige Book,Tealbook A,Tealbook B,Greenbook,Bluebook,Redbook,Longer-Run Goals,Memoranda,Statement,Supplement,Transcript,Individual Projections
130,1956-08-21 00:00:00,1956-08-21 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1956/fomcropa19560821.pdf,Documents/Minutes/1956/fomchistmin19560821.pdf,,,,,,,,,,,,
131,1956-09-11 00:00:00,1956-09-11 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1956/fomcropa19560911.pdf,Documents/Minutes/1956/fomchistmin19560911.pdf,,,,,,,,,,,,
132,1956-09-25 00:00:00,1956-09-25 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1956/fomcropa19560925.pdf,Documents/Minutes/1956/fomchistmin19560925.pdf,,,,,,,,,,,,
133,1956-10-16 00:00:00,1956-10-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1956/fomcropa19561016.pdf,Documents/Minutes/1956/fomchistmin19561016.pdf,,,,,,,,,,,,
134,1956-11-13 00:00:00,1956-11-13 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1956/fomcropa19561113.pdf,Documents/Minutes/1956/fomchistmin19561113.pdf,,,,,,,,,,,,
135,1956-11-27 00:00:00,1956-11-27 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1956/fomcropa19561127.pdf,Documents/Minutes/1956/fomchistmin19561127.pdf,,,,,,,,,,,,
136,1956-12-10 00:00:00,1956-12-10 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1956/fomcropa19561210.pdf,Documents/Minutes/1956/fomchistmin19561210.pdf,,,,,,,,,,,,
137,1957-01-08 00:00:00,1957-01-08 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19570108.pdf,Documents/Minutes/1957/fomchistmin19570108.pdf,,,,,,,,,,,,
138,1957-01-28 00:00:00,1957-01-28 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19570128.pdf,Documents/Minutes/1957/fomchistmin19570128.pdf,,,,,,,,,,,,
139,1957-02-18 00:00:00,1957-02-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19570218.pdf,Documents/Minutes/1957/fomchistmin19570218.pdf,,,,,,,,,,,,
140,1957-03-05 00:00:00,1957-03-05 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19570305.pdf,Documents/Minutes/1957/fomchistmin19570305.pdf,,,,,,,,,,,,
141,1957-03-26 00:00:00,1957-03-26 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19570326.pdf,Documents/Minutes/1957/fomchistmin19570326.pdf,,,,,,,,,,,,
142,1957-04-16 00:00:00,1957-04-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19570416.pdf,Documents/Minutes/1957/fomchistmin19570416.pdf,,,,,,,,,,,,
143,1957-04-24 00:00:00,1957-04-24 00:00:00,0,Conference Call,0,,Documents/Minutes/1957/fomchistmin19570424.pdf,,,,,,,,,,,,
144,1957-05-07 00:00:00,1957-05-07 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19570507.pdf,Documents/Minutes/1957/fomchistmin19570507.pdf,,,,,,,,,,,,
145,1957-05-28 00:00:00,1957-05-28 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19570528.pdf,Documents/Minutes/1957/fomchistmin19570528.pdf,,,,,,,,,,,,
146,1957-06-18 00:00:00,1957-06-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19570618.pdf,Documents/Minutes/1957/fomchistmin19570618.pdf,,,,,,,,,,,,
147,1957-07-09 00:00:00,1957-07-09 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19570709.pdf,Documents/Minutes/1957/fomchistmin19570709.pdf,,,,,,,,,,,,
148,1957-07-30 00:00:00,1957-07-30 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19570730.pdf,Documents/Minutes/1957/fomchistmin19570730.pdf,,,,,,,,,,,,
149,1957-08-20 00:00:00,1957-08-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19570820.pdf,Documents/Minutes/1957/fomchistmin19570820.pdf,,,,,,,,,,,,
150,1957-09-10 00:00:00,1957-09-10 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19570910.pdf,Documents/Minutes/1957/fomchistmin19570910.pdf,,,,,,,,,,,,
151,1957-10-01 00:00:00,1957-10-01 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19571001.pdf,Documents/Minutes/1957/fomchistmin19571001.pdf,,,,,,,,,,,,
152,1957-10-22 00:00:00,1957-10-22 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19571022.pdf,Documents/Minutes/1957/fomchistmin19571022.pdf,,,,,,,,,,,,
153,1957-11-12 00:00:00,1957-11-12 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19571112.pdf,Documents/Minutes/1957/fomchistmin19571112.pdf,,,,,,,,,,,,
154,1957-12-03 00:00:00,1957-12-03 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19571203.pdf,Documents/Minutes/1957/fomchistmin19571203.pdf,,,,,,,,,,,,
155,1957-12-17 00:00:00,1957-12-17 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1957/fomcropa19571217.pdf,Documents/Minutes/1957/fomchistmin19571217.pdf,,,,,,,,,,,,
156,1958-01-07 00:00:00,1958-01-07 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19580107.pdf,Documents/Minutes/1958/fomchistmin19580107.pdf,,,,,,,,,,,,
157,1958-01-28 00:00:00,1958-01-28 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19580128.pdf,Documents/Minutes/1958/fomchistmin19580128.pdf,,,,,,,,,,,,
158,1958-02-11 00:00:00,1958-02-11 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19580211.pdf,Documents/Minutes/1958/fomchistmin19580211.pdf,,,,,,,,,,,,
159,1958-03-04 00:00:00,1958-03-04 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19580304.pdf,Documents/Minutes/1958/fomchistmin19580304.pdf,,,,,,,,,,,,
160,1958-03-25 00:00:00,1958-03-25 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19580325.pdf,Documents/Minutes/1958/fomchistmin19580325.pdf,,,,,,,,,,,,
161,1958-04-15 00:00:00,1958-04-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19580415.pdf,Documents/Minutes/1958/fomchistmin19580415.pdf,,,,,,,,,,,,
162,1958-05-06 00:00:00,1958-05-06 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19580506.pdf,Documents/Minutes/1958/fomchistmin19580506.pdf,,,,,,,,,,,,
163,1958-05-27 00:00:00,1958-05-27 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19580527.pdf,Documents/Minutes/1958/fomchistmin19580527.pdf,,,,,,,,,,,,
164,1958-06-17 00:00:00,1958-06-17 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19580617.pdf,Documents/Minutes/1958/fomchistmin19580617.pdf,,,,,,,,,,,,
165,1958-07-08 00:00:00,1958-07-08 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19580708.pdf,Documents/Minutes/1958/fomchistmin19580708.pdf,,,,,,,,,,,,
166,1958-07-15 00:00:00,1958-07-15 00:00:00,0,Conference Call,0,,Documents/Minutes/1958/fomchistmin19580715.pdf,,,,,,,,,,,,
167,1958-07-18 00:00:00,1958-07-18 00:00:00,0,Conference Call,0,Documents/Record of Policy Actions/1958/fomcropa19580718.pdf,Documents/Minutes/1958/fomchistmin19580718.pdf,,,,,,,,,,,,
168,1958-07-21 00:00:00,1958-07-21 00:00:00,0,Conference Call,0,,Documents/Minutes/1958/fomchistmin19580721.pdf,,,,,,,,,,,,
169,1958-07-22 00:00:00,1958-07-22 00:00:00,0,Conference Call,0,,Documents/Minutes/1958/fomchistmin19580722.pdf,,,,,,,,,,,,
170,1958-07-23 00:00:00,1958-07-23 00:00:00,0,Conference Call,0,Documents/Record of Policy Actions/1958/fomcropa19580723.pdf,Documents/Minutes/1958/fomchistmin19580723.pdf,,,,,,,,,,,,
171,1958-07-24 00:00:00,1958-07-24 00:00:00,0,Conference Call,0,Documents/Record of Policy Actions/1958/fomcropa19580724.pdf,Documents/Minutes/1958/fomchistmin19580724.pdf,,,,,,,,,,,,
172,1958-07-25 00:00:00,1958-07-25 00:00:00,0,Conference Call,0,,Documents/Minutes/1958/fomchistmin19580725.pdf,,,,,,,,,,,,
173,1958-07-29 00:00:00,1958-07-29 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19580729.pdf,Documents/Minutes/1958/fomchistmin19580729.pdf,,,,,,,,,,,,
174,1958-07-30 00:00:00,1958-07-30 00:00:00,0,Conference Call,0,,Documents/Minutes/1958/fomchistmin19580730.pdf,,,,,,,,,,,,
175,1958-07-31 00:00:00,1958-07-31 00:00:00,0,Conference Call,0,,Documents/Minutes/1958/fomchistmin19580731.pdf,,,,,,,,,,,,
176,1958-08-01 00:00:00,1958-08-01 00:00:00,0,Conference Call,0,,Documents/Minutes/1958/fomchistmin19580801.pdf,,,,,,,,,,,,
177,1958-08-04 00:00:00,1958-08-04 00:00:00,0,Conference Call,0,Documents/Record of Policy Actions/1958/fomcropa19580804.pdf,Documents/Minutes/1958/fomchistmin19580804.pdf,,,,,,,,,,,,
178,1958-08-19 00:00:00,1958-08-19 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19580909.pdf,Documents/Minutes/1958/fomchistmin19580819.pdf,,,,,,,,,,,,
179,1958-09-09 00:00:00,1958-09-09 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19580909.pdf,Documents/Minutes/1958/fomchistmin19580909.pdf,,,,,,,,,,,,
180,1958-09-30 00:00:00,1958-09-30 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19580930.pdf,Documents/Minutes/1958/fomchistmin19580930.pdf,,,,,,,,,,,,
181,1958-10-21 00:00:00,1958-10-21 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19581021.pdf,Documents/Minutes/1958/fomchistmin19581021.pdf,,,,,,,,,,,,
182,1958-11-10 00:00:00,1958-11-10 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19581110.pdf,Documents/Minutes/1958/fomchistmin19581110.pdf,,,,,,,,,,,,
183,1958-12-02 00:00:00,1958-12-02 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19581202.pdf,Documents/Minutes/1958/fomchistmin19581202.pdf,,,,,,,,,,,,
184,1958-12-16 00:00:00,1958-12-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1958/fomcropa19581216.pdf,Documents/Minutes/1958/fomchistmin19581216.pdf,,,,,,,,,,,,
185,1959-01-06 00:00:00,1959-01-06 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19590106.pdf,Documents/Minutes/1959/fomchistmin19590106.pdf,,,,,,,,,,,,
186,1959-01-27 00:00:00,1959-01-27 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19590127.pdf,Documents/Minutes/1959/fomchistmin19590127.pdf,,,,,,,,,,,,
187,1959-02-10 00:00:00,1959-02-10 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19590210.pdf,Documents/Minutes/1959/fomchistmin19590210.pdf,,,,,,,,,,,,
188,1959-03-03 00:00:00,1959-03-03 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19590303.pdf,Documents/Minutes/1959/fomchistmin19590303.pdf,,,,,,,,,,,,
189,1959-03-24 00:00:00,1959-03-24 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19590324.pdf,Documents/Minutes/1959/fomchistmin19590324.pdf,,,,,,,,,,,,
190,1959-04-14 00:00:00,1959-04-14 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19590414.pdf,Documents/Minutes/1959/fomchistmin19590414.pdf,,,,,,,,,,,,
191,1959-05-05 00:00:00,1959-05-05 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19590505.pdf,Documents/Minutes/1959/fomchistmin19590505.pdf,,,,,,,,,,,,
192,1959-05-26 00:00:00,1959-05-26 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19590526.pdf,Documents/Minutes/1959/fomchistmin19590526.pdf,,,,,,,,,,,,
193,1959-06-16 00:00:00,1959-06-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19590616.pdf,Documents/Minutes/1959/fomchistmin19590616.pdf,,,,,,,,,,,,
194,1959-07-07 00:00:00,1959-07-07 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19590707.pdf,Documents/Minutes/1959/fomchistmin19590707.pdf,,,,,,,,,,,,
195,1959-07-28 00:00:00,1959-07-28 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19590728.pdf,Documents/Minutes/1959/fomchistmin19590728.pdf,,,,,,,,,,,,
196,1959-08-18 00:00:00,1959-08-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19590818.pdf,Documents/Minutes/1959/fomchistmin19590818.pdf,,,,,,,,,,,,
197,1959-09-01 00:00:00,1959-09-01 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19590901.pdf,Documents/Minutes/1959/fomchistmin19590901.pdf,,,,,,,,,,,,
198,1959-09-22 00:00:00,1959-09-22 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19590922.pdf,Documents/Minutes/1959/fomchistmin19590922.pdf,,,,,,,,,,,,
199,1959-10-13 00:00:00,1959-10-13 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19591013.pdf,Documents/Minutes/1959/fomchistmin19591013.pdf,,,,,,,,,,,,
200,1959-11-04 00:00:00,1959-11-04 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19591104.pdf,Documents/Minutes/1959/fomchistmin19591104.pdf,,,,,,,,,,,,
201,1959-11-24 00:00:00,1959-11-24 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19591124.pdf,Documents/Minutes/1959/fomchistmin19591124.pdf,,,,,,,,,,,,
202,1959-12-15 00:00:00,1959-12-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1959/fomcropa19591215.pdf,Documents/Minutes/1959/fomchistmin19591215.pdf,,,,,,,,,,,,
203,1960-01-12 00:00:00,1960-01-12 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19600112.pdf,Documents/Minutes/1960/fomchistmin19600112.pdf,,,,,,,,,,,,
204,1960-01-26 00:00:00,1960-01-26 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19600126.pdf,Documents/Minutes/1960/fomchistmin19600126.pdf,,,,,,,,,,,,
205,1960-02-09 00:00:00,1960-02-09 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19600209.pdf,Documents/Minutes/1960/fomchistmin19600209.pdf,,,,,,,,,,,,
206,1960-03-01 00:00:00,1960-03-01 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19600301.pdf,Documents/Minutes/1960/fomchistmin19600301.pdf,,,,,,,,,,,,
207,1960-03-22 00:00:00,1960-03-22 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19600322.pdf,Documents/Minutes/1960/fomchistmin19600322.pdf,,,,,,,,,,,,
208,1960-04-12 00:00:00,1960-04-12 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19600412.pdf,Documents/Minutes/1960/fomchistmin19600412.pdf,,,,,,,,,,,,
209,1960-05-03 00:00:00,1960-05-03 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19600503.pdf,Documents/Minutes/1960/fomchistmin19600503.pdf,,,,,,,,,,,,
210,1960-05-24 00:00:00,1960-05-24 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19600524.pdf,Documents/Minutes/1960/fomchistmin19600524.pdf,,,,,,,,,,,,
211,1960-06-14 00:00:00,1960-06-14 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19600614.pdf,Documents/Minutes/1960/fomchistmin19600614.pdf,,,,,,,,,,,,
212,1960-07-06 00:00:00,1960-07-06 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19600706.pdf,Documents/Minutes/1960/fomchistmin19600706.pdf,,,,,,,,,,,,
213,1960-07-26 00:00:00,1960-07-26 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19600726.pdf,Documents/Minutes/1960/fomchistmin19600726.pdf,,,,,,,,,,,,
214,1960-08-16 00:00:00,1960-08-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19600816.pdf,Documents/Minutes/1960/fomchistmin19600816.pdf,,,,,,,,,,,,
215,1960-09-13 00:00:00,1960-09-13 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19600913.pdf,Documents/Minutes/1960/fomchistmin19600913.pdf,,,,,,,,,,,,
216,1960-10-04 00:00:00,1960-10-04 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19601004.pdf,Documents/Minutes/1960/fomchistmin19601004.pdf,,,,,,,,,,,,
217,1960-10-25 00:00:00,1960-10-25 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19601025.pdf,Documents/Minutes/1960/fomchistmin19601025.pdf,,,,,,,,,,,,
218,1960-11-22 00:00:00,1960-11-22 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19601122.pdf,Documents/Minutes/1960/fomchistmin19601122.pdf,,,,,,,,,,,,
219,1960-12-13 00:00:00,1960-12-13 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1960/fomcropa19601213.pdf,Documents/Minutes/1960/fomchistmin19601213.pdf,,,,,,,,,,,,
220,1961-01-10 00:00:00,1961-01-10 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19610110.pdf,Documents/Minutes/1961/fomchistmin19610110.pdf,,,,,,,,,,,,
221,1961-01-24 00:00:00,1961-01-24 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19610124.pdf,Documents/Minutes/1961/fomchistmin19610124.pdf,,,,,,,,,,,,
222,1961-02-07 00:00:00,1961-02-07 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19610207.pdf,Documents/Minutes/1961/fomchistmin19610207.pdf,,,,,,,,,,,,
223,1961-03-07 00:00:00,1961-03-07 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19610307.pdf,Documents/Minutes/1961/fomchistmin19610307.pdf,,,,,,,,,,,,
224,1961-03-28 00:00:00,1961-03-28 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19610328.pdf,Documents/Minutes/1961/fomchistmin19610328.pdf,,,,,,,,,,,,
225,1961-04-18 00:00:00,1961-04-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19610418.pdf,Documents/Minutes/1961/fomchistmin19610418.pdf,,,,,,,,,,,,
226,1961-05-09 00:00:00,1961-05-09 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19610509.pdf,Documents/Minutes/1961/fomchistmin19610509.pdf,,,,,,,,,,,,
227,1961-06-06 00:00:00,1961-06-06 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19610606.pdf,Documents/Minutes/1961/fomchistmin19610606.pdf,,,,,,,,,,,,
228,1961-06-20 00:00:00,1961-06-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19610620.pdf,Documents/Minutes/1961/fomchistmin19610620.pdf,,,,,,,,,,,,
229,1961-07-11 00:00:00,1961-07-11 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19610711.pdf,Documents/Minutes/1961/fomchistmin19610711.pdf,,,,,,,,,,,,
230,1961-08-01 00:00:00,1961-08-01 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19610801.pdf,Documents/Minutes/1961/fomchistmin19610801.pdf,,,,,,,,,,,,
231,1961-08-22 00:00:00,1961-08-22 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19610822.pdf,Documents/Minutes/1961/fomchistmin19610822.pdf,,,,,,,,,,,,
232,1961-09-12 00:00:00,1961-09-12 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19610912.pdf,Documents/Minutes/1961/fomchistmin19610912.pdf,,,,,,,,,,,,
233,1961-10-03 00:00:00,1961-10-03 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19611003.pdf,Documents/Minutes/1961/fomchistmin19611003.pdf,,,,,,,,,,,,
234,1961-10-24 00:00:00,1961-10-24 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19611024.pdf,Documents/Minutes/1961/fomchistmin19611024.pdf,,,,,,,,,,,,
235,1961-11-14 00:00:00,1961-11-14 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19611114.pdf,Documents/Minutes/1961/fomchistmin19611114.pdf,,,,,,,,,,,,
236,1961-12-05 00:00:00,1961-12-05 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19611205.pdf,Documents/Minutes/1961/fomchistmin19611205.pdf,,,,,,,,,,,,
237,1961-12-19 00:00:00,1961-12-19 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1961/fomcropa19611219.pdf,Documents/Minutes/1961/fomchistmin19611219.pdf,,,,,,,,,,,,
238,1962-01-09 00:00:00,1962-01-09 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19620109.pdf,Documents/Minutes/1962/fomchistmin19620109.pdf,,,,,,,,,,,,
239,1962-01-23 00:00:00,1962-01-23 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19620123.pdf,Documents/Minutes/1962/fomchistmin19620123.pdf,,,,,,,,,,,,
240,1962-02-13 00:00:00,1962-02-13 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19620213.pdf,Documents/Minutes/1962/fomchistmin19620213.pdf,,,,,,,,,,,,
241,1962-03-06 00:00:00,1962-03-06 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19620306.pdf,Documents/Minutes/1962/fomchistmin19620306.pdf,,,,,,,,,,,,
242,1962-03-27 00:00:00,1962-03-27 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19620327.pdf,Documents/Minutes/1962/fomchistmin19620327.pdf,,,,,,,,,,,,
243,1962-04-17 00:00:00,1962-04-17 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19620417.pdf,Documents/Minutes/1962/fomchistmin19620417.pdf,,,,,,,,,,,,
244,1962-05-08 00:00:00,1962-05-08 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19620508.pdf,Documents/Minutes/1962/fomchistmin19620508.pdf,,,,,,,,,,,,
245,1962-05-29 00:00:00,1962-05-29 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19620529.pdf,Documents/Minutes/1962/fomchistmin19620529.pdf,,,,,,,,,,,,
246,1962-06-19 00:00:00,1962-06-19 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19620619.pdf,Documents/Minutes/1962/fomchistmin19620619.pdf,,,,,,,,,,,,
247,1962-06-21 00:00:00,1962-06-21 00:00:00,0,Conference Call,0,Documents/Record of Policy Actions/1962/fomcropa19620621.pdf,Documents/Minutes/1962/fomchistmin19620621.pdf,,,,,,,,,,,,
248,1962-07-10 00:00:00,1962-07-10 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19620710.pdf,Documents/Minutes/1962/fomchistmin19620710.pdf,,,,,,,,,,,,
249,1962-07-31 00:00:00,1962-07-31 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19620731.pdf,Documents/Minutes/1962/fomchistmin19620731.pdf,,,,,,,,,,,,
250,1962-08-21 00:00:00,1962-08-21 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19620821.pdf,Documents/Minutes/1962/fomchistmin19620821.pdf,,,,,,,,,,,,
251,1962-09-11 00:00:00,1962-09-11 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19620911.pdf,Documents/Minutes/1962/fomchistmin19620911.pdf,,,,,,,,,,,,
252,1962-10-02 00:00:00,1962-10-02 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19621002.pdf,Documents/Minutes/1962/fomchistmin19621002.pdf,,,,,,,,,,,,
253,1962-10-23 00:00:00,1962-10-23 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19621023.pdf,Documents/Minutes/1962/fomchistmin19621023.pdf,,,,,,,,,,,,
254,1962-11-13 00:00:00,1962-11-13 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19621113.pdf,Documents/Minutes/1962/fomchistmin19621113.pdf,,,,,,,,,,,,
255,1962-12-04 00:00:00,1962-12-04 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19621204.pdf,Documents/Minutes/1962/fomchistmin19621204.pdf,,,,,,,,,,,,
256,1962-12-18 00:00:00,1962-12-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1962/fomcropa19621218.pdf,Documents/Minutes/1962/fomchistmin19621218.pdf,,,,,,,,,,,,
257,1963-01-08 00:00:00,1963-01-08 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19630108.pdf,Documents/Minutes/1963/fomchistmin19630108.pdf,,,,,,,,,,,,
258,1963-01-29 00:00:00,1963-01-29 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19630129.pdf,Documents/Minutes/1963/fomchistmin19630129.pdf,,,,,,,,,,,,
259,1963-02-12 00:00:00,1963-02-12 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19630212.pdf,Documents/Minutes/1963/fomchistmin19630212.pdf,,,,,,,,,,,,
260,1963-03-05 00:00:00,1963-03-05 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19630305.pdf,Documents/Minutes/1963/fomchistmin19630305.pdf,,,,,,,,,,,,
261,1963-03-26 00:00:00,1963-03-26 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19630326.pdf,Documents/Minutes/1963/fomchistmin19630326.pdf,,,,,,,,,,,,
262,1963-04-16 00:00:00,1963-04-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19630416.pdf,Documents/Minutes/1963/fomchistmin19630416.pdf,,,,,,,,,,,,
263,1963-05-07 00:00:00,1963-05-07 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1963/fomcropa19630507.pdf,Documents/Minutes/1963/fomchistmin19630507.pdf,,,,,,,,,,,,
