,Start,End,Twoday,Meeting,Press Conference,Record of Policy Actions,Minutes,Beige Book,Tealbook A,Tealbook B,Greenbook,Bluebook,Redbook,Longer-Run Goals,Memoranda,Statement,Supplement,Transcript,Individual Projections
348,1968-04-02 00:00:00,1968-04-02 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1968/fomcropa19680402.pdf,Documents/Minutes/1968/fomcmoa19680402.pdf,,,,Documents/Greenbook/1968/FOMC19680402greenbook19680327.pdf,Documents/Bluebook/1968/FOMC19680402bluebook19680329.pdf,,,Documents/Memoranda/1968/fomcmod19680402.pdf,,Documents/Supplement/1968/FOMC19680402gbsup19680329.pdf,,
349,1968-04-19 00:00:00,1968-04-19 00:00:00,0,Conference Call,0,Documents/Record of Policy Actions/1968/fomcropa19680419.pdf,Documents/Minutes/1968/fomcmoa19680419.pdf,,,,,,,,Documents/Memoranda/1968/fomcmod19680419.pdf,,,,
350,1968-04-30 00:00:00,1968-04-30 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1968/fomcropa19680430.pdf,Documents/Minutes/1968/fomcmoa19680430.pdf,,,,Documents/Greenbook/1968/FOMC19680430greenbook19680424.pdf,Documents/Bluebook/1968/FOMC19680430bluebook19680426.pdf,,,Documents/Memoranda/1968/fomcmod19680430.pdf,,Documents/Supplement/1968/FOMC19680430gbsup19680426.pdf,,
351,1968-05-28 00:00:00,1968-05-28 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1968/fomcropa19680528.pdf,Documents/Minutes/1968/fomcmoa19680528.pdf,,,,Documents/Greenbook/1968/FOMC19680528greenbook19680522.pdf,Documents/Bluebook/1968/FOMC19680528bluebook19680524.pdf,,,Documents/Memoranda/1968/fomcmod19680528.pdf,,Documents/Supplement/1968/FOMC19680528gbsup19680524.pdf,,
352,1968-06-18 00:00:00,1968-06-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1968/fomcropa19680618.pdf,Documents/Minutes/1968/fomcmoa19680618.pdf,,,,Documents/Greenbook/1968/FOMC19680618greenbook19680612.pdf,Documents/Bluebook/1968/FOMC19680618bluebook19680614.pdf,,,Documents/Memoranda/1968/fomcmod19680618.pdf,,Documents/Supplement/1968/FOMC19680618gbsup19680614.pdf,,
353,1968-07-16 00:00:00,1968-07-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1968/fomcropa19680716.pdf,Documents/Minutes/1968/fomcmoa19680716.pdf,,,,Documents/Greenbook/1968/FOMC19680716greenbook19680710.pdf,Documents/Bluebook/1968/FOMC19680716bluebook19680712.pdf,,,Documents/Memoranda/1968/fomcmod19680716.pdf,,Documents/Supplement/1968/FOMC19680716gbsup19680712.pdf,,
354,1968-08-13 00:00:00,1968-08-13 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1968/fomcropa19680813.pdf,Documents/Minutes/1968/fomcmoa19680813.pdf,,,,Documents/Greenbook/1968/FOMC19680813greenbook19680807.pdf,Documents/Bluebook/1968/FOMC19680813bluebook19680809.pdf,,,Documents/Memoranda/1968/fomcmod19680813.pdf,,Documents/Supplement/1968/FOMC19680813gbsup19680809.pdf,,
355,1968-08-19 00:00:00,1968-08-19 00:00:00,0,Conference Call,0,Documents/Record of Policy Actions/1968/fomcropa19680819.pdf,Documents/Minutes/1968/fomcmoa19680819.pdf,,,,,,,,Documents/Memoranda/1968/fomcmod19680819.pdf,,,,
356,1968-09-10 00:00:00,1968-09-10 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1968/fomcropa19680910.pdf,Documents/Minutes/1968/fomcmoa19680910.pdf,,,,Documents/Greenbook/1968/FOMC19680910greenbook19680905.pdf,Documents/Bluebook/1968/FOMC19680910bluebook19680906.pdf,,,Documents/Memoranda/1968/fomcmod19680910.pdf,,Documents/Supplement/1968/FOMC19680910gbsup19680909.pdf,,
357,1968-10-08 00:00:00,1968-10-08 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1968/fomcropa19681008.pdf,Documents/Minutes/1968/fomcmoa19681008.pdf,,,,Documents/Greenbook/1968/FOMC19681008greenbook19681002.pdf,Documents/Bluebook/1968/FOMC19681008bluebook19681004.pdf,,,Documents/Memoranda/1968/fomcmod19681008.pdf,,Documents/Supplement/1968/FOMC19681008gbsup19681004.pdf,,
358,1968-10-29 00:00:00,1968-10-29 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1968/fomcropa19681029.pdf,Documents/Minutes/1968/fomcmoa19681029.pdf,,,,Documents/Greenbook/1968/FOMC19681029greenbook19681023.pdf,Documents/Bluebook/1968/FOMC19681029bluebook19681025.pdf,,,Documents/Memoranda/1968/fomcmod19681029.pdf,,Documents/Supplement/1968/FOMC19681029gbsup19681025.pdf,,
359,1968-11-26 00:00:00,1968-11-26 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1968/fomcropa19681126.pdf,Documents/Minutes/1968/fomcmoa19681126.pdf,,,,Documents/Greenbook/1968/FOMC19681126greenbook19681120.pdf,Documents/Bluebook/1968/FOMC19681126bluebook19681122.pdf,,,Documents/Memoranda/1968/fomcmod19681126.pdf,,Documents/Supplement/1968/FOMC19681126gbsup19681122.pdf,,
360,1968-12-17 00:00:00,1968-12-17 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1968/fomcropa19681217.pdf,Documents/Minutes/1968/fomcmoa19681217.pdf,,,,Documents/Greenbook/1968/FOMC19681217greenbook19681211.pdf,Documents/Bluebook/1968/FOMC19681217bluebook19681213.pdf,,,Documents/Memoranda/1968/fomcmod19681217.pdf,,Documents/Supplement/1968/FOMC19681217gbsup19681213.pdf,,
361,1969-01-14 00:00:00,1969-01-14 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1969/fomcropa19690114.pdf,Documents/Minutes/1969/fomcmoa19690114.pdf,,,,Documents/Greenbook/1969/FOMC19690114greenbook19690108.pdf,Documents/Bluebook/1969/FOMC19690114bluebook19690110.pdf,,,Documents/Memoranda/1969/fomcmod19690114.pdf,,Documents/Supplement/1969/FOMC19690114gbsup19690110.pdf,,
362,1969-02-04 00:00:00,1969-02-04 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1969/fomcropa19690204.pdf,Documents/Minutes/1969/fomcmoa19690204.pdf,,,,Documents/Greenbook/1969/FOMC19690204greenbook19690129.pdf,Documents/Bluebook/1969/FOMC19690204bluebook19690131.pdf,,,Documents/Memoranda/1969/fomcmod19690204.pdf,,Documents/Supplement/1969/FOMC19690204gbsup19690131.pdf,,
363,1969-03-04 00:00:00,1969-03-04 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1969/fomcropa19690304.pdf,Documents/Minutes/1969/fomcmoa19690304.pdf,,,,Documents/Greenbook/1969/FOMC19690304greenbook19690226.pdf,Documents/Bluebook/1969/FOMC19690304bluebook19690228.pdf,,,Documents/Memoranda/1969/fomcmod19690304.pdf,,Documents/Supplement/1969/FOMC19690304gbsup19690228.pdf,,
364,1969-04-01 00:00:00,1969-04-01 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1969/fomcropa19690401.pdf,Documents/Minutes/1969/fomcmoa19690401.pdf,,,,Documents/Greenbook/1969/FOMC19690401greenbook19690326.pdf,Documents/Bluebook/1969/FOMC19690401bluebook19690328.pdf,,,Documents/Memoranda/1969/fomcmod19690401.pdf,,Documents/Supplement/1969/FOMC19690401gbsup19690328.pdf,,
365,1969-04-29 00:00:00,1969-04-29 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1969/fomcropa19690429.pdf,Documents/Minutes/1969/fomcmoa19690429.pdf,,,,Documents/Greenbook/1969/FOMC19690429greenbook19690423.pdf,Documents/Bluebook/1969/FOMC19690429bluebook19690425.pdf,,,Documents/Memoranda/1969/fomcmod19690429.pdf,,Documents/Supplement/1969/FOMC19690429gbsup19690425.pdf,,
366,1969-05-27 00:00:00,1969-05-27 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1969/fomcropa19690527.pdf,Documents/Minutes/1969/fomcmoa19690527.pdf,,,,Documents/Greenbook/1969/FOMC19690527greenbook19690521.pdf,Documents/Bluebook/1969/FOMC19690527bluebook19690523.pdf,,,Documents/Memoranda/1969/fomcmod19690527.pdf,,Documents/Supplement/1969/FOMC19690527gbsup19690523.pdf,,
367,1969-06-24 00:00:00,1969-06-24 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1969/fomcropa19690624.pdf,Documents/Minutes/1969/fomcmoa19690624.pdf,,,,Documents/Greenbook/1969/FOMC19690624greenbook19690618.pdf,Documents/Bluebook/1969/FOMC19690624bluebook19690620.pdf,,,Documents/Memoranda/1969/fomcmod19690624.pdf,,Documents/Supplement/1969/FOMC19690624gbsup19690620.pdf,,
368,1969-07-15 00:00:00,1969-07-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1969/fomcropa19690715.pdf,Documents/Minutes/1969/fomcmoa19690715.pdf,,,,Documents/Greenbook/1969/FOMC19690715greenbook19690709.pdf,Documents/Bluebook/1969/FOMC19690715bluebook19690711.pdf,,,Documents/Memoranda/1969/fomcmod19690715.pdf,,Documents/Supplement/1969/FOMC19690715gbsup19690711.pdf,,
369,1969-08-12 00:00:00,1969-08-12 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1969/fomcropa19690812.pdf,Documents/Minutes/1969/fomcmoa19690812.pdf,,,,Documents/Greenbook/1969/FOMC19690812greenbook19690806.pdf,Documents/Bluebook/1969/FOMC19690812bluebook19690808.pdf,,,Documents/Memoranda/1969/fomcmod19690812.pdf,,Documents/Supplement/1969/FOMC19690812gbsup19690808.pdf,,
370,1969-09-09 00:00:00,1969-09-09 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1969/fomcropa19690909.pdf,Documents/Minutes/1969/fomcmoa19690909.pdf,,,,Documents/Greenbook/1969/FOMC19690909greenbook19690904.pdf,Documents/Bluebook/1969/FOMC19690909bluebook19690905.pdf,,,Documents/Memoranda/1969/fomcmod19690909.pdf,,Documents/Supplement/1969/FOMC19690909gbsup19690905.pdf,,
371,1969-10-07 00:00:00,1969-10-07 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1969/fomcropa19691007.pdf,Documents/Minutes/1969/fomcmoa19691007.pdf,,,,Documents/Greenbook/1969/FOMC19691007greenbook19691001.pdf,Documents/Bluebook/1969/FOMC19691007bluebook19691003.pdf,,,Documents/Memoranda/1969/fomcmod19691007.pdf,,Documents/Supplement/1969/FOMC19691007gbsup19691003.pdf,,
372,1969-10-28 00:00:00,1969-10-28 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1969/fomcropa19691028.pdf,Documents/Minutes/1969/fomcmoa19691028.pdf,,,,Documents/Greenbook/1969/FOMC19691028greenbook19691022.pdf,Documents/Bluebook/1969/FOMC19691028bluebook19691024.pdf,,,Documents/Memoranda/1969/fomcmod19691028.pdf,,Documents/Supplement/1969/FOMC19691028gbsup19691024.pdf,,
373,1969-11-25 00:00:00,1969-11-25 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1969/fomcropa19691125.pdf,Documents/Minutes/1969/fomcmoa19691125.pdf,,,,Documents/Greenbook/1969/FOMC19691125greenbook19691119.pdf,Documents/Bluebook/1969/FOMC19691125bluebook19691121.pdf,,,Documents/Memoranda/1969/fomcmod19691125.pdf,,Documents/Supplement/1969/FOMC19691125gbsup19691111.pdf,,
374,1969-12-16 00:00:00,1969-12-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1969/fomcropa19691216.pdf,Documents/Minutes/1969/fomcmoa19691216.pdf,,,,Documents/Greenbook/1969/FOMC19691216greenbook19691210.pdf,Documents/Bluebook/1969/FOMC19691216bluebook19691212.pdf,,,Documents/Memoranda/1969/fomcmod19691216.pdf,,Documents/Supplement/1969/FOMC19691216gbsup19691212.pdf,,
375,1970-01-15 00:00:00,1970-01-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1970/fomcropa19700115.pdf,Documents/Minutes/1970/fomcmoa19700115.pdf,,,,Documents/Greenbook/1970/FOMC19700115greenbook19700107.pdf,Documents/Bluebook/1970/FOMC19700115bluebook19700109.pdf,,,Documents/Memoranda/1970/fomcmod19700115.pdf,,Documents/Supplement/1970/FOMC19700115gbsup19700114.pdf,,
376,1970-02-10 00:00:00,1970-02-10 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1970/fomcropa19700210.pdf,Documents/Minutes/1970/fomcmoa19700210.pdf,,,,Documents/Greenbook/1970/FOMC19700210greenbook19700204.pdf,Documents/Bluebook/1970/FOMC19700210bluebook19700206.pdf,,,Documents/Memoranda/1970/fomcmod19700210.pdf,,Documents/Supplement/1970/FOMC19700210gbsup19700206.pdf,,
377,1970-03-10 00:00:00,1970-03-10 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1970/fomcropa19700310.pdf,Documents/Minutes/1970/fomcmoa19700310.pdf,,,,Documents/Greenbook/1970/FOMC19700310greenbook19700304.pdf,Documents/Bluebook/1970/FOMC19700310bluebook19700306.pdf,,,Documents/Memoranda/1970/fomcmod19700310.pdf,,Documents/Supplement/1970/FOMC19700310gbsup19700306.pdf,,
378,1970-04-07 00:00:00,1970-04-07 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1970/fomcropa19700407.pdf,Documents/Minutes/1970/fomcmoa19700407.pdf,,,,Documents/Greenbook/1970/FOMC19700407greenbook19700401.pdf,Documents/Bluebook/1970/FOMC19700407bluebook19700403.pdf,,,Documents/Memoranda/1970/fomcmod19700407.pdf,,Documents/Supplement/1970/FOMC19700407gbsup19700403.pdf,,
379,1970-05-05 00:00:00,1970-05-05 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1970/fomcropa19700505.pdf,Documents/Minutes/1970/fomcmoa19700505.pdf,,,,Documents/Greenbook/1970/FOMC19700505greenbook19700429.pdf,Documents/Bluebook/1970/FOMC19700505bluebook19700501.pdf,,,Documents/Memoranda/1970/fomcmod19700505.pdf,,Documents/Supplement/1970/FOMC19700505gbsup19700501.pdf,,
380,1970-05-26 00:00:00,1970-05-26 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1970/fomcropa19700526.pdf,Documents/Minutes/1970/fomcmoa19700526.pdf,,,,Documents/Greenbook/1970/FOMC19700526greenbook19700520.pdf,Documents/Bluebook/1970/FOMC19700526bluebook19700522.pdf,Documents/Redbook/1970/fomc19700526redbook19700520.pdf,,Documents/Memoranda/1970/fomcmod19700526.pdf,,Documents/Supplement/1970/FOMC19700526gbsup19700522.pdf,,
381,1970-06-23 00:00:00,1970-06-23 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1970/fomcropa19700623.pdf,Documents/Minutes/1970/fomcmoa19700623.pdf,,,,Documents/Greenbook/1970/FOMC19700623greenbook19700617.pdf,Documents/Bluebook/1970/FOMC19700623bluebook19700619.pdf,Documents/Redbook/1970/fomc19700623redbook19700617.pdf,,Documents/Memoranda/1970/fomcmod19700623.pdf,,Documents/Supplement/1970/FOMC19700623gbsup19700619.pdf,,
382,1970-07-21 00:00:00,1970-07-21 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1970/fomcropa19700721.pdf,Documents/Minutes/1970/fomcmoa19700721.pdf,,,,Documents/Greenbook/1970/FOMC19700721greenbook19700715.pdf,Documents/Bluebook/1970/FOMC19700721bluebook19700717.pdf,Documents/Redbook/1970/fomc19700721redbook19700715.pdf,,Documents/Memoranda/1970/fomcmod19700721.pdf,,Documents/Supplement/1970/FOMC19700721gbsup19700717.pdf,,
383,1970-08-18 00:00:00,1970-08-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1970/fomcropa19700818.pdf,Documents/Minutes/1970/fomcmoa19700818.pdf,,,,Documents/Greenbook/1970/FOMC19700818greenbook19700812.pdf,Documents/Bluebook/1970/FOMC19700818bluebook19700814.pdf,Documents/Redbook/1970/fomc19700818redbook19700812.pdf,,Documents/Memoranda/1970/fomcmod19700818.pdf,,Documents/Supplement/1970/FOMC19700818gbsup19700814.pdf,,
384,1970-09-15 00:00:00,1970-09-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1970/fomcropa19700915.pdf,Documents/Minutes/1970/fomcmoa19700915.pdf,,,,Documents/Greenbook/1970/FOMC19700915greenbook19700909.pdf,Documents/Bluebook/1970/FOMC19700915bluebook19700911.pdf,Documents/Redbook/1970/fomc19700915redbook19700909.pdf,,Documents/Memoranda/1970/fomcmod19700915.pdf,,Documents/Supplement/1970/FOMC19700915gbsup19700911.pdf,,
385,1970-10-20 00:00:00,1970-10-20 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1970/fomcropa19701020.pdf,Documents/Minutes/1970/fomcmoa19701020.pdf,,,,Documents/Greenbook/1970/FOMC19701020greenbook19701014.pdf,Documents/Bluebook/1970/FOMC19701020bluebook19701016.pdf,Documents/Redbook/1970/fomc19701020redbook19701014.pdf,,Documents/Memoranda/1970/fomcmod19701020.pdf,,Documents/Supplement/1970/FOMC19701020gbsup19701016.pdf,,
386,1970-11-17 00:00:00,1970-11-17 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1970/fomcropa19701117.pdf,Documents/Minutes/1970/fomcmoa19701117.pdf,,,,Documents/Greenbook/1970/FOMC19701117greenbook19701110.pdf,Documents/Bluebook/1970/FOMC19701117bluebook19701113.pdf,Documents/Redbook/1970/fomc19701117redbook19701111.pdf,,Documents/Memoranda/1970/fomcmod19701117.pdf,,Documents/Supplement/1970/FOMC19701117gbsup19701113.pdf,,
387,1970-12-15 00:00:00,1970-12-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1970/fomcropa19701215.pdf,Documents/Minutes/1970/fomcmoa19701215.pdf,,,,Documents/Greenbook/1970/FOMC19701215greenbook19701209.pdf,Documents/Bluebook/1970/FOMC19701215bluebook19701211.pdf,Documents/Redbook/1970/fomc19701215redbook19701209.pdf,,Documents/Memoranda/1970/fomcmod19701215.pdf,,Documents/Supplement/1970/FOMC19701215gbsup19701211.pdf,,
388,1971-01-12 00:00:00,1971-01-12 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1971/fomcropa19710112.pdf,Documents/Minutes/1971/fomcmoa19710112.pdf,,,,Documents/Greenbook/1971/FOMC19710112greenbook19710106.pdf,Documents/Bluebook/1971/FOMC19710112bluebook19710108.pdf,Documents/Redbook/1971/fomc19710112redbook19710112.pdf,,Documents/Memoranda/1971/fomcmod19710112.pdf,,Documents/Supplement/1971/FOMC19710112gbsup19710108.pdf,,
389,1971-02-09 00:00:00,1971-02-09 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1971/fomcropa19710209.pdf,Documents/Minutes/1971/fomcmoa19710209.pdf,,,,Documents/Greenbook/1971/FOMC19710209greenbook19710203.pdf,Documents/Bluebook/1971/FOMC19710209bluebook19710205.pdf,Documents/Redbook/1971/fomc19710209redbook19710203.pdf,,Documents/Memoranda/1971/fomcmod19710209.pdf,,Documents/Supplement/1971/FOMC19710209gbsup19710205.pdf,,
390,1971-03-09 00:00:00,1971-03-09 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1971/fomcropa19710309.pdf,Documents/Minutes/1971/fomcmoa19710309.pdf,,,,Documents/Greenbook/1971/FOMC19710309greenbook19710303.pdf,Documents/Bluebook/1971/FOMC19710309bluebook19710305.pdf,Documents/Redbook/1971/fomc19710309redbook19710309.pdf,,Documents/Memoranda/1971/fomcmod19710309.pdf,,Documents/Supplement/1971/FOMC19710309gbsup19710305.pdf,,
391,1971-04-06 00:00:00,1971-04-06 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1971/fomcropa19710406.pdf,Documents/Minutes/1971/fomcmoa19710406.pdf,,,,Documents/Greenbook/1971/FOMC19710406greenbook19710331.pdf,Documents/Bluebook/1971/FOMC19710406bluebook19710402.pdf,Documents/Redbook/1971/fomc19710406redbook19710406.pdf,,Documents/Memoranda/1971/fomcmod19710406.pdf,,Documents/Supplement/1971/FOMC19710406gbsup19710402.pdf,,
392,1971-05-11 00:00:00,1971-05-11 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1971/fomcropa19710511.pdf,Documents/Minutes/1971/fomcmoa19710511.pdf,,,,Documents/Greenbook/1971/FOMC19710511greenbook19710428.pdf,Documents/Bluebook/1971/FOMC19710511bluebook19710507.pdf,Documents/Redbook/1971/fomc19710511redbook19710505.pdf,,Documents/Memoranda/1971/fomcmod19710511.pdf,,Documents/Supplement/1971/FOMC19710511gbsup19710506.pdf,,
393,1971-06-08 00:00:00,1971-06-08 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1971/fomcropa19710608.pdf,Documents/Minutes/1971/fomcmoa19710608.pdf,,,,Documents/Greenbook/1971/FOMC19710608greenbook19710602.pdf,Documents/Bluebook/1971/FOMC19710608bluebook19710604.pdf,Documents/Redbook/1971/fomc19710608redbook19710602.pdf,,Documents/Memoranda/1971/fomcmod19710608.pdf,,Documents/Supplement/1971/FOMC19710608gbsup19710604.pdf,,
394,1971-06-29 00:00:00,1971-06-29 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1971/fomcropa19710629.pdf,Documents/Minutes/1971/fomcmoa19710629.pdf,,,,Documents/Greenbook/1971/FOMC19710629greenbook19710623.pdf,Documents/Bluebook/1971/FOMC19710629bluebook19710625.pdf,Documents/Redbook/1971/fomc19710629redbook19710623.pdf,,Documents/Memoranda/1971/fomcmod19710629.pdf,,Documents/Supplement/1971/FOMC19710629gbsup19710625.pdf,,
395,1971-07-27 00:00:00,1971-07-27 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1971/fomcropa19710727.pdf,Documents/Minutes/1971/fomcmoa19710727.pdf,,,,Documents/Greenbook/1971/FOMC19710727greenbook19710721.pdf,Documents/Bluebook/1971/FOMC19710727bluebook19710723.pdf,Documents/Redbook/1971/fomc19710727redbook19710721.pdf,,Documents/Memoranda/1971/fomcmod19710727.pdf,,Documents/Supplement/1971/FOMC19710727gbsup19710723.pdf,,
396,1971-08-24 00:00:00,1971-08-24 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1971/fomcropa19710824.pdf,Documents/Minutes/1971/fomcmoa19710824.pdf,,,,Documents/Greenbook/1971/FOMC19710824greenbook19710818.pdf,Documents/Bluebook/1971/FOMC19710824bluebook19710820.pdf,Documents/Redbook/1971/fomc19710824redbook19710818.pdf,,Documents/Memoranda/1971/fomcmod19710824.pdf,,Documents/Supplement/1971/FOMC19710824gbsup19710820.pdf,,
397,1971-09-21 00:00:00,1971-09-21 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1971/fomcropa19710921.pdf,Documents/Minutes/1971/fomcmoa19710921.pdf,,,,Documents/Greenbook/1971/FOMC19710921greenbook19710915.pdf,Documents/Bluebook/1971/FOMC19710921bluebook19710917.pdf,Documents/Redbook/1971/fomc19710921redbook19710915.pdf,,Documents/Memoranda/1971/fomcmod19710921.pdf,,Documents/Supplement/1971/FOMC19710921gbsup19710917.pdf,,
398,1971-10-19 00:00:00,1971-10-19 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1971/fomcropa19711019.pdf,Documents/Minutes/1971/fomcmoa19711019.pdf,,,,Documents/Greenbook/1971/FOMC19711019greenbook19711013.pdf,Documents/Bluebook/1971/FOMC19711019bluebook19711014.pdf,Documents/Redbook/1971/fomc19711019redbook19711013.pdf,,Documents/Memoranda/1971/fomcmod19711019.pdf,,Documents/Supplement/1971/FOMC19711019gbsup19711015.pdf,,
399,1971-11-16 00:00:00,1971-11-16 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1971/fomcropa19711116.pdf,Documents/Minutes/1971/fomcmoa19711116.pdf,,,,Documents/Greenbook/1971/FOMC19711116greenbook19711110.pdf,Documents/Bluebook/1971/FOMC19711116bluebook19711112.pdf,Documents/Redbook/1971/fomc19711116redbook19711110.pdf,,Documents/Memoranda/1971/fomcmod19711116.pdf,,Documents/Supplement/1971/FOMC19711116gbsup19711112.pdf,,
400,1971-12-14 00:00:00,1971-12-14 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1971/fomcropa19711214.pdf,Documents/Minutes/1971/fomcmoa19711214.pdf,,,,Documents/Greenbook/1971/FOMC19711214greenbook19711208.pdf,Documents/Bluebook/1971/FOMC19711214bluebook19711210.pdf,Documents/Redbook/1971/fomc19711214redbook19711208.pdf,,Documents/Memoranda/1971/fomcmod19711214.pdf,,Documents/Supplement/1971/FOMC19711214gbsup19711210.pdf,,
401,1972-01-11 00:00:00,1972-01-11 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1972/fomcropa19720111.pdf,Documents/Minutes/1972/fomcmoa19720111.pdf,,,,Documents/Greenbook/1972/FOMC19720111greenbook19720107.pdf,Documents/Bluebook/1972/FOMC19720111bluebook19720107.pdf,,,Documents/Memoranda/1972/fomcmod19720111.pdf,,,,
402,1972-02-14 00:00:00,1972-02-14 00:00:00,0,Meeting,0,,,,,,,,,,Documents/Memoranda/1972/fomcmod19720214.pdf,,,,
403,1972-02-15 00:00:00,1972-02-15 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1972/fomcropa19720215.pdf,Documents/Minutes/1972/fomcmoa19720215.pdf,,,,Documents/Greenbook/1972/FOMC19720215greenbook19720209.pdf,Documents/Bluebook/1972/FOMC19720215bluebook19720211.pdf,Documents/Redbook/1972/fomc19720215redbook19720209.pdf,,Documents/Memoranda/1972/fomcmod19720215.pdf,,Documents/Supplement/1972/FOMC19720215gbsup19720211.pdf,,
404,1972-03-21 00:00:00,1972-03-21 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1972/fomcropa19720321.pdf,Documents/Minutes/1972/fomcmoa19720321.pdf,,,,Documents/Greenbook/1972/FOMC19720321greenbook19720315.pdf,Documents/Bluebook/1972/FOMC19720321bluebook19720317.pdf,Documents/Redbook/1972/fomc19720321redbook19720315.pdf,,Documents/Memoranda/1972/fomcmod19720321.pdf,,Documents/Supplement/1972/FOMC19720321gbsup19720317.pdf,,
405,1972-04-17 00:00:00,1972-04-17 00:00:00,0,Meeting,0,,Documents/Minutes/1972/fomcmoa19720417.pdf,,,,,,,,Documents/Memoranda/1972/fomcmod19720417.pdf,,,,
406,1972-04-18 00:00:00,1972-04-18 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1972/fomcropa19720418.pdf,Documents/Minutes/1972/fomcmoa19720418.pdf,,,,Documents/Greenbook/1972/FOMC19720418greenbook19720412.pdf,Documents/Bluebook/1972/FOMC19720418bluebook19720414.pdf,Documents/Redbook/1972/fomc19720418redbook19720412.pdf,,Documents/Memoranda/1972/fomcmod19720418.pdf,,Documents/Supplement/1972/FOMC19720418gbsup19720414.pdf,,
407,1972-05-23 00:00:00,1972-05-23 00:00:00,0,Meeting,0,Documents/Record of Policy Actions/1972/fomcropa19720523.pdf,Documents/Minutes/1972/fomcmoa19720523.pdf,,,,Documents/Greenbook/1972/FOMC19720523greenbook19720517.pdf,Documents/Bluebook/1972/FOMC19720523bluebook19720519.pdf,Documents/Redbook/1972/fomc19720523redbook19720517.pdf,,Documents/Memoranda/1972/fomcmod19720523.pdf,,Documents/Supplement/1972/FOMC19720523gbsup19720519.pdf,,
408,1972-06-19 00:00:00,1972-06-20 00:00:00,1,Meeting,0,Documents/Record of Policy Actions/1972/fomcropa19720620.pdf,Documents/Minutes/1972/fomcmoa19720620.pdf,,,,Documents/Greenbook/1972/FOMC19720620greenbook19720614.pdf,Documents/Bluebook/1972/FOMC19720620bluebook19720616.pdf,Documents/Redbook/1972/fomc19720620redbook19720614.pdf,,Documents/Memoranda/1972/fomcmod19720620.pdf,,Documents/Supplement/1972/FOMC19720620gbsup19720616.pdf,,
